Cod_InstitucionEjecutora|Cod_InstitucionEjecutora2|Institucion|NombreInstitucion|Institucion2|Direccion|DireccionInstitucion|DireccionProfesional|Ciudad|CiudadInstitucion|CiudadProfesional|PaisInstitucion|PaisProfesional|Tlf1Proyecto|Telefono1|Telefono2|FaxProyecto|Fax1Proyecto|Fax2Proyecto|EmailProyecto|Email|PaginaWeb|ApartadoAereo
148|148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado)- Secretariado Arquidiocesano de Pastoral Social|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 42.34.49|591-3/ 42.34.49|591-3/ 22.29.25|591-3/ 22.29.25|591-3/ 42.34.49||seapas@datacom-bo.com|seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|
148|148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado)- Secretariado Arquidiocesano de Pastoral Social|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 42.34.49|591-3/ 42.34.49|591-3/ 22.29.25|591-3/ 22.29.25|591-3/ 42.34.49||seapas@datacom-bo.com|seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25
148|148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado)- Secretariado Arquidiocesano de Pastoral Social|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|No Disponible|591-3/ 42.34.45|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25
148|148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado)- Secretariado Arquidiocesano de Pastoral Social|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|No Disponible|Bolivia|591-3/ 42.34.45|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25
148|148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado)- Secretariado Arquidiocesano de Pastoral Social|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|No Disponible|Bolivia|591-3/ 42.34.49|591-3/ 42.34.49|591-3/ 22.29.25|591-3/ 22.29.25|591-3/ 42.34.49||seapas@datacom-bo.com|seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25
148|148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado)- Secretariado Arquidiocesano de Pastoral Social|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|No Disponible|No Disponible|591-3/ 42.34.45|591-3/ 42.34.45||591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25
148|148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado)- Secretariado Arquidiocesano de Pastoral Social|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social:  Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 42.34.45|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25
148|148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (ARZOBISPADO)_SECRETARIADO AQUIDIOCESANO DE PASTORAL SOCIAL|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 42.34.45|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com||http://www.scbbs-bo.com/seapas|Casilla de Correos # 25
148|148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (ARZOBISPADO)_SECRETARIADO AQUIDIOCESANO DE PASTORAL SOCIAL|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 42.34.45|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25
148|148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (ARZOBISPADO)_SECRETARIADO AQUIDIOCESANO DE PASTORAL SOCIAL|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 42.34.45|591-3/ 42.34.45|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|591-3/ 42.34.45|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25
148|148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (ARZOBISPADO)_SECRETARIADO AQUIDIOCESANO DE PASTORAL SOCIAL|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 42.34.45|591-3/ 42.34.45|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25
148|148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (ARZOBISPADO)_SECRETARIADO AQUIDIOCESANO DE PASTORAL SOCIAL|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 42.34.49|591-3/ 42.34.49|591-3/ 22.29.25|591-3/ 22.29.25|591-3/ 42.34.49||seapas@datacom-bo.com|seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|
148|148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (ARZOBISPADO)_SECRETARIADO AQUIDIOCESANO DE PASTORAL SOCIAL|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 42.34.49|591-3/ 42.34.49|591-3/ 22.29.25|591-3/ 22.29.25|591-3/ 42.34.49||seapas@datacom-bo.com|seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25
148|148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (ARZOBISPADO)_SECRETARIADO AQUIDIOCESANO DE PASTORAL SOCIAL|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|No Disponible|591-3/ 42.34.45|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25
148|148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (ARZOBISPADO)_SECRETARIADO AQUIDIOCESANO DE PASTORAL SOCIAL|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|No Disponible|Bolivia|591-3/ 42.34.45|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25
148|148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (ARZOBISPADO)_SECRETARIADO AQUIDIOCESANO DE PASTORAL SOCIAL|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|No Disponible|Bolivia|591-3/ 42.34.49|591-3/ 42.34.49|591-3/ 22.29.25|591-3/ 22.29.25|591-3/ 42.34.49||seapas@datacom-bo.com|seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25
148|148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (ARZOBISPADO)_SECRETARIADO AQUIDIOCESANO DE PASTORAL SOCIAL|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|No Disponible|No Disponible|591-3/ 42.34.45|591-3/ 42.34.45||591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25
148|148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (ARZOBISPADO)_SECRETARIADO AQUIDIOCESANO DE PASTORAL SOCIAL|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social:  Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 42.34.45|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25
148|148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS - Secretariado Arquidiocesano de Pastoral Social|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 42.34.45|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com||http://www.scbbs-bo.com/seapas|Casilla de Correos # 25
148|148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS - Secretariado Arquidiocesano de Pastoral Social|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 42.34.45|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25
148|148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS - Secretariado Arquidiocesano de Pastoral Social|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 42.34.45|591-3/ 42.34.45|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|591-3/ 42.34.45|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25
148|148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS - Secretariado Arquidiocesano de Pastoral Social|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 42.34.45|591-3/ 42.34.45|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25
148|148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS - Secretariado Arquidiocesano de Pastoral Social|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 42.34.49|591-3/ 42.34.49|591-3/ 22.29.25|591-3/ 22.29.25|591-3/ 42.34.49||seapas@datacom-bo.com|seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|
148|148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS - Secretariado Arquidiocesano de Pastoral Social|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 42.34.49|591-3/ 42.34.49|591-3/ 22.29.25|591-3/ 22.29.25|591-3/ 42.34.49||seapas@datacom-bo.com|seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25
148|148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS - Secretariado Arquidiocesano de Pastoral Social|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|No Disponible|591-3/ 42.34.45|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25
148|148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS - Secretariado Arquidiocesano de Pastoral Social|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|No Disponible|Bolivia|591-3/ 42.34.45|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25
148|148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS - Secretariado Arquidiocesano de Pastoral Social|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|No Disponible|Bolivia|591-3/ 42.34.49|591-3/ 42.34.49|591-3/ 22.29.25|591-3/ 22.29.25|591-3/ 42.34.49||seapas@datacom-bo.com|seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25
148|148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS - Secretariado Arquidiocesano de Pastoral Social|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|No Disponible|No Disponible|591-3/ 42.34.45|591-3/ 42.34.45||591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25
148|148|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|SEAPAS - Secretariado Arquidiocesano de Pastoral Social|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social:  Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 42.34.45|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 22.29.25|591-3/ 42.34.45||seapas@datacom-bo.com|seapas@datacom-bo.com|http://www.scbbs-bo.com/seapas|Casilla de Correos # 25
148|148|SEAPAS (Arzobispado)- Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado)- Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 42.34.45|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 22.29.25|591-3/ 42.34.45||seapas@scbbs.bo.com|seapas@scbbs.bo.com|http://www.scbbs-bo.com/seapas|Casilla 25
148|148|SEAPAS (Arzobispado)- Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado)- Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado)- Secretariado Arquidiocesano de Pastoral Social|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 42.34.45|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 22.29.25|591-3/ 42.34.45||seapas@scbbs.bo.com|seapas@scbbs.bo.com|http://www.scbbs-bo.com/seapas|Casilla 25
148|148|SEAPAS (Arzobispado)- Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado)- Secretariado Arquidiocesano de Pastoral Social|SEAPAS (ARZOBISPADO)_SECRETARIADO AQUIDIOCESANO DE PASTORAL SOCIAL|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 42.34.45|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 22.29.25|591-3/ 42.34.45||seapas@scbbs.bo.com|seapas@scbbs.bo.com|http://www.scbbs-bo.com/seapas|Casilla 25
148|148|SEAPAS (Arzobispado)- Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado)- Secretariado Arquidiocesano de Pastoral Social|SEAPAS - Secretariado Arquidiocesano de Pastoral Social|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 42.34.45|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 22.29.25|591-3/ 42.34.45||seapas@scbbs.bo.com|seapas@scbbs.bo.com|http://www.scbbs-bo.com/seapas|Casilla 25
148|148|SEAPAS - Secretariado Arquidiocesano de Pastoral Social|SEAPAS - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado) - Secretariado Arquidiocesano de Pastoral Social|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario 2005  Barrio Petrolero norte            |Pasaje Seminario 2005  Barrio Petrolero norte  |Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 42.34.45|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 22.29.25|591-3/ 42.34.49||seapas@datacom-bo.com|seapas@scbbs.bo.com|http://www.scbbs.bo.com/seapas|Casilla de Correos # 25
148|148|SEAPAS - Secretariado Arquidiocesano de Pastoral Social|SEAPAS - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (Arzobispado)- Secretariado Arquidiocesano de Pastoral Social|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario 2005  Barrio Petrolero norte            |Pasaje Seminario 2005  Barrio Petrolero norte  |Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 42.34.45|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 22.29.25|591-3/ 42.34.49||seapas@datacom-bo.com|seapas@scbbs.bo.com|http://www.scbbs.bo.com/seapas|Casilla de Correos # 25
148|148|SEAPAS - Secretariado Arquidiocesano de Pastoral Social|SEAPAS - Secretariado Arquidiocesano de Pastoral Social|SEAPAS (ARZOBISPADO)_SECRETARIADO AQUIDIOCESANO DE PASTORAL SOCIAL|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario 2005  Barrio Petrolero norte            |Pasaje Seminario 2005  Barrio Petrolero norte  |Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 42.34.45|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 22.29.25|591-3/ 42.34.49||seapas@datacom-bo.com|seapas@scbbs.bo.com|http://www.scbbs.bo.com/seapas|Casilla de Correos # 25
148|148|SEAPAS - Secretariado Arquidiocesano de Pastoral Social|SEAPAS - Secretariado Arquidiocesano de Pastoral Social|SEAPAS - Secretariado Arquidiocesano de Pastoral Social|Pasaje Seminario No. 2005, Barrio Petrolero Norte|Pasaje Seminario 2005  Barrio Petrolero norte            |Pasaje Seminario 2005  Barrio Petrolero norte  |Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591-3/ 42.34.45|591-3/ 42.34.45|591-3/ 22.29.25|591-3/ 22.29.25|591-3/ 42.34.49||seapas@datacom-bo.com|seapas@scbbs.bo.com|http://www.scbbs.bo.com/seapas|Casilla de Correos # 25
